应用名称,开发者（企业）名称,开发者类型,应用类型,申请类型,版本名称,版本号,上下架时间,架位状态,合同状态,LCAID,APPID,应用包名
扑扇的小鸟,jianghla,个人,益智休闲,新版本,1.1,90000095,2014-02-13 15:05:33,上架,合同已确认并登陆,13715328,13715286,com.seriouscorp.clumsybird.pt
物理学激光解谜,卓越移动科技,个人,益智休闲,升级,2.2,12791,2014-02-10 11:52:11,上架,合同签署并登陆,13686854,12463156,com.physics.laser.puzzle
TD塔防守卫战,2875487768,个人,益智休闲,升级,2.5,5683,2014-02-08 11:06:14,上架,合同签署信息通过,13667091,12658542,com.towerdefense.guardbattle
疯狂来往,veer,个人,益智休闲,新版本,1.0,1,2014-01-29 13:36:11,上架,合同签署并登陆,13555979,13555928,com.hortorgames.crazyguess
猎鱼高手,lenovomm,个人,益智休闲,新版本,1.5,7,2014-01-27 18:34:11,上架,合同签署并登陆,13533465,13533461,com.blingstorm.catchfish
Wow Fish,lenovomm,个人,益智休闲,新版本,3.12,112,2014-01-27 18:10:21,上架,合同签署并登陆,13533346,13533318,com.sg.android.fish
一站到底,lenovomm,个人,益智休闲,新版本,1.5.2,13,2014-01-27 17:02:11,上架,合同签署并登陆,13532789,13532771,com.wyd.yzdd
麻将龙虎争霸,lenovomm,个人,益智休闲,新版本,1.13,13,2014-01-27 15:36:16,上架,合同签署并登陆,13532180,13532159,com.TongBanStudio.MJZBML
大富翁4Fun,中国移动游戏基地,企业,益智休闲,新版本,1.7,14,2014-01-27 15:00:15,上架,合同签署并登陆,13531885,13531825,com.softstar.Richman360
大鱼吃小鱼-超级进化,lenovomm,个人,益智休闲,新版本,1.02.10,10210,2014-01-27 11:29:20,上架,合同签署并登陆,13529449,13529194,com.game5a.feedingclientchannel_MMruo
汤姆大冒险,wwk006,个人,益智休闲,新版本,1.1,2,2014-01-26 16:37:13,上架,合同签署并登陆,13514735,13514714,com.noris.game.supercat
大鱼吃小鱼-超级进化,lenovomm,个人,益智休闲,新版本,1.02.10,10210,2014-01-26 13:45:16,上架,合同签署并登陆,13510890,13510836,com.game5a.feedingclientchannelprop_MMruo
萝卜守卫：兔子别嚣张,lenovomm,个人,益智休闲,新版本,1.5,1,2014-01-26 13:25:14,上架,合同签署并登陆,13510433,13510405,com.pfu.mmsms.tzbxz.free
疯狂捕鱼2,lenovomm,个人,益智休闲,新版本,1.4.0,7,2014-01-26 11:43:16,上架,合同签署并登陆,13510115,13510087,com.qukong.fishsister
火拼连连看(新年版),lenovomm,个人,益智休闲,升级,1.1,2,2014-01-26 09:35:26,上架,合同签署并登陆,13509780,13474218,com.zj.linkup2
魔兽部落守卫战,2274854398,个人,益智休闲,升级,3.6,4656,2014-01-24 22:47:14,上架,合同签署并登陆,13506270,12565728,com.animal.towerdefense
植物大战僵尸2高清版,PopCapChina,企业,益智休闲,升级,1.1.0,110,2014-01-24 11:39:27,上架,合同签署并登陆,13503632,12402813,com.popcap.pvz2cthdlx
马上跑跑酷,蟠龙科技,企业,益智休闲,新版本,1.0,11,2014-01-24 11:25:27,上架,合同签署并登陆,13502067,13502057,com.aga.evangoas
农场英雄传说中文版,macikod,个人,益智休闲,新版本,2.0.20,461,2014-01-23 16:15:28,上架,合同签署并登陆,13500919,13500906,com.ea.farmhero
保卫鸟蛋,于雪飞,个人,益智休闲,新版本,1.0,1,2014-01-23 11:48:42,上架,合同签署并登陆,13497835,13497790,com.me.niaodan
大鱼吃小鱼-超级进化,5agame,企业,益智休闲,新版本,1.02.10,10210,2014-01-22 18:28:36,上架,合同签署信息通过,13482145,13482041,com.game5a.feedingclient_dianxin_5a
水果传奇,5agame,企业,益智休闲,新版本,1.02.40,10240,2014-01-22 18:16:39,上架,合同签署信息通过,13482036,13481972,a5game.fruit_dianxin_5a
街机捕鱼,851650026,企业,益智休闲,新版本,1.1,2,2014-01-22 15:30:40,上架,合同签署并登陆,13478925,13478827,com.elephant.arcadefish
割绳子箱子,maria205,个人,益智休闲,升级,2.2.3,216005,2014-01-22 15:08:46,上架,合同签署并登陆,13478809,12946225,com.leodesolfresman.tapthebox.mair
疯狂爆破拆房子,卓越移动科技,个人,益智休闲,升级,1.8,8448,2014-01-22 14:44:42,上架,合同签署并登陆,13478315,12379105,com.blowup.master
疯狂瓶盖,MadGameStudio,个人,益智休闲,升级,1.2.6,6,2014-01-22 11:48:36,上架,合同签署并登陆,13475741,12579853,org.madgame.crzcap
台球2014,xp74993,个人,益智休闲,新版本,1.0,1,2014-01-21 18:30:38,上架,合同签署并登陆,13468830,13468723,com.google.xiapc.game.billiard
宝石妹妹,人和天下,个人,益智休闲,新版本,3.7,10,2014-01-21 17:18:40,上架,合同签署并登陆,13467158,13467070,com.BaoShi.DaBoMei
100个圣诞之门,xiaomeng,个人,益智休闲,升级,1.9,10,2014-01-21 15:28:38,上架,合同签署并登陆,13469264,12764833,com.mei.projectX
僵尸密室大逃亡,zjcails,个人,益智休闲,升级,1.9,11,2014-01-21 14:58:40,上架,合同签署并登陆,13468955,12765271,com.amphibiusdp.zombieinvasion
英雄联盟（王者）,xiaoting001,企业,益智休闲,升级,1.1.9,8,2014-01-21 11:58:36,上架,合同签署并登陆,13467063,12251968,com.huoys.wzzhyxlm
愤怒的宅男,tyb1976,个人,益智休闲,新版本,1.1,2,2014-01-21 10:40:42,上架,合同签署并登陆,13459861,13459520,ledong.cocos2dx.zhai
王者战纪,guangjun123,个人,益智休闲,新版本,1.2.3,10002,2014-01-18 18:32:40,上架,合同签署并登陆,13428264,13428122,com.tencent.qqnbggfk
拯救火车,1802946428,个人,益智休闲,新版本,2.0,2,2013-12-09 19:36:00,上架,合同签署并登陆,12747598,12747425,com.omg.wandroidym.san.zhengjiuhuoche
拯救火车,jhjin023,个人,益智休闲,新版本,2.0,2,2013-12-09 17:50:09,上架,合同签署并登陆,12581888,12581844,com.jianhui.traintilesgles
刀塔女神连连看,alexhan13579,个人,益智休闲,新版本,2.0,2,2013-11-30 14:40:56,上架,合同签署并登陆,12632082,12632066,android.llkan
万人在线老虎机,tgteam1990,个人,益智休闲,升级,2.3,6,2013-11-28 16:40:56,上架,合同签署并登陆,12622713,12554148,com.slotmachine.maybeslotch
捕鱼达人内购破解版,sorce,个人,益智休闲,新版本,1.7,54,2013-11-24 18:39:56,上架,合同签署并登陆,12592303,12592264,org.petpest.coscs2dx
捕鱼达人HD,guotao2023,个人,益智休闲,新版本,1.7,54,2013-11-24 18:36:13,上架,合同签署并登陆,12592261,12592223,com.cocos2s.fishgame2
亲你妹,tyb1976,个人,益智休闲,新版本,1.5,7,2013-11-22 21:54:10,上架,合同签署并登陆,12584743,12584720,kiss.com
大眼怪,jaycn18,个人,益智休闲,新版本,1.44,44,2013-11-22 21:14:16,上架,合同签署并登陆,12586318,12586250,air.com.differencegames.dechmogups
卷轴拼图,zonsak,个人,益智休闲,新版本,1.0.0,8996,2013-11-22 11:17:58,上架,合同签署并登陆,12581205,12581090,com.kidsgamesgalaxy.scrollpuzzleslite
鬼子来了,fanyigongsi,企业,益智休闲,新版本,1.0,1,2013-11-21 21:50:06,上架,合同签署并登陆,12580713,12580711,com.game.resistWar.sk
天天打方块,goldlogsh,个人,益智休闲,新版本,1.0,1,2013-11-21 21:49:58,上架,合同签署并登陆,12578378,12578362,com.game.shootingball
Angry Birds,dutiao06,个人,益智休闲,新版本,1.7.0,1700,2013-11-21 21:29:54,上架,合同签署并登陆,12578129,12578120,com.rovio.angrydirderie
FindSomething,2210716126,个人,益智休闲,新版本,5.0.5,34,2013-11-21 19:13:54,上架,合同签署并登陆,12578390,12578250,org.funship.findsomething.QQQ
捕鱼之远古时代,yunbee,企业,益智休闲,新版本,1.0,1,2013-11-21 10:21:53,上架,合同签署并登陆,12575087,12575064,com.fangchenggame.FishingEnjoy
疯狂爆破拆房子,卓越移动科技,个人,益智休闲,升级,1.4,4835,2013-11-20 16:01:08,上架,合同签署并登陆,12574306,12379105,com.blowup.master
兔子大冒险,sorce,个人,益智休闲,新版本,1.0,1,2013-11-19 11:51:04,上架,合同签署并登陆,12565812,12565751,com.rabit.advent
魔兽部落守卫战,2274854398,个人,益智休闲,新版本,3.2,522,2013-11-19 11:41:04,上架,合同签署并登陆,12565737,12565728,com.animal.towerdefense
保卫橙子,HenryPay,个人,益智休闲,新版本,1.0.1,1,2013-11-19 11:01:05,上架,合同签署并登陆,12565651,12565627,com.coverorangeps.game
蓝色小球,bastman990,个人,益智休闲,升级,3.5,24002,2013-11-19 10:09:05,上架,合同签署并登陆,12567168,12564017,net.hexage.bukaDEMOz
小鬼连连看,xiaomeng,个人,益智休闲,新版本,1.1.2,4,2013-11-18 19:29:04,上架,合同签署并登陆,12565185,12565175,com.ring.pixyllinkx
疯狂喷气机,idreamsky,企业,益智休闲,升级,1.5.1,1501,2013-11-18 17:55:18,上架,合同签署并登陆,12565380,11555581,com.halfbrick.jetpackjoyridepaid
Diner Dash Deluxe,guoxiaochuan89,个人,益智休闲,新版本,3.24.9,8,2013-11-15 19:23:02,上架,合同签署并登陆,12557410,12557381,com.appgamess.diner
滚吧水果,KS_KQC,企业,益智休闲,升级,4.0,5,2013-11-15 14:22:54,上架,合同签署并登陆,12557333,11443822,org.cocos2dx.KickBug
天天爱玩德州扑克,w11007,企业,益智休闲,新版本,1.00.020,2,2013-11-14 18:20:54,上架,合同签署并登陆,12554275,12554271,com.zengame.ttawdzpk.p365you
万人在线赢话费,tgteam1990,个人,益智休闲,新版本,1.9,1,2013-11-14 18:08:59,上架,合同签署并登陆,12554165,12554148,com.slotmachine.maybeslotch
植物大战僵尸2高清版,PopCapChina,企业,益智休闲,升级,1.0.6,6,2013-11-14 17:54:58,上架,合同签署并登陆,12554229,12402813,com.popcap.pvz2cthdlx
超级救火队2,sorce,个人,益智休闲,新版本,1.0.1,10001,2013-11-14 17:32:55,上架,合同签署并登陆,12552288,12552284,comp.medio.spinkl2
Angry Birds,xiang818du,个人,益智休闲,新版本,3.2.0,3200,2013-11-13 13:52:02,上架,合同签署并登陆,12485458,12485415,com.rovio.angrybirds_3200_1853199
方块猫极速滑高清中文版,sorce,个人,益智休闲,新版本,1.0.3,1000003,2013-11-12 11:26:02,上架,合同签署并登陆,12536578,12536573,com.petpest.catfl
找美女茬,wangtianqi9999,个人,益智休闲,新版本,1.0,1,2013-11-11 21:38:03,上架,合同签署并登陆,12528469,12528455,com.yiranhan.meinvzhaocha
迷宫塔防,NFFYyueqiu,个人,益智休闲,升级,1.0.5,9,2013-11-11 17:44:04,上架,合同签署并登陆,12534925,12254182,acan.yueqiu.migongtafang2
疯狂的小鱼,NFFYyueqiu,个人,益智休闲,升级,1.0.3,13,2013-11-11 17:42:02,上架,合同签署并登陆,12534892,12304400,com.acan.xiaoyu.game
高智商倒水游戏,卓越移动科技,个人,益智休闲,升级,2.4,2273,2013-11-11 15:28:06,上架,合同签署并登陆,12534427,12469860,com.pour.water
游奖365,shlongye,企业,益智休闲,升级,2.0.0.0,26,2013-11-09 23:50:02,上架,合同签署并登陆,12524235,12414654,com.longye.znm
Tank Battle 3D,maoxf,个人,益智休闲,新版本,11.17,24,2013-11-08 19:56:05,上架,合同签署并登陆,12518515,12518483,com.topgames.tankbattle3d
物理学激光解谜,卓越移动科技,个人,益智休闲,升级,1.7,7088,2013-11-08 11:38:04,上架,合同签署并登陆,12516096,12463156,com.physics.laser.puzzle
Principia,maoxf,个人,益智休闲,新版本,1.1.1,3,2013-11-07 17:46:02,上架,合同签署并登陆,12512078,12511946,com.bithack.principia
跑跑爬山车,sorce,个人,益智休闲,新版本,1.11.0,42,2013-11-07 15:50:05,上架,合同签署并登陆,12510464,12510436,com.petpest.hillclimb
王者无敌（王者）,niuniu001,企业,益智休闲,升级,1.1.6,4,2013-11-07 15:06:02,上架,合同签署并登陆,12511505,12256402,com.huoys.wzzhwzwd
王者召唤,nihao1,企业,益智休闲,升级,1.1.6,4,2013-11-06 16:11:33,上架,合同签署并登陆,12506029,12243912,com.huoys.wzzhniming
粘粘球 Cling Thing,demozjw,个人,益智休闲,新版本,1.1.1,15,2013-11-06 05:03:36,上架,合同签署并登陆,12497830,12497817,com.RET.ClingThing
英雄联盟（王者）,xiaoting001,企业,益智休闲,升级,1.1.6,4,2013-11-05 13:57:33,上架,合同签署并登陆,12497353,12251968,com.huoys.wzzhyxlm
Angry Birds,rovio,个人,益智休闲,升级,3.3.5,3350,2013-11-04 14:48:35,上架,合同已确认并登陆,12492256,10015597,com.rovio.angrybirds
我为牛狂,ccitsy,企业,益智休闲,新版本,1.1,2,2013-11-04 13:59:33,上架,合同签署信息待审核,12491908,12160778,com.ccit.crazycow
相公！快点切,wspyxz,个人,益智休闲,新版本,1.1,1100,2013-11-02 01:18:14,上架,合同签署并登陆,12480216,12480084,org.gc.gccutfruitmpk
WhackZombi捶僵尸,maoxf,个人,益智休闲,新版本,1.0.3,103,2013-11-02 01:11:36,上架,合同签署并登陆,12480013,12479965,com.guava7.whackazombie
游奖365,shlongye,企业,益智休闲,升级,1.8.0.6,24,2013-11-01 21:29:35,上架,合同签署并登陆,12480376,12414654,com.longye.znm
天下第一帮,celery0922,企业,益智休闲,升级,2.7,27,2013-11-01 16:05:51,上架,合同签署并登陆,12479137,12169655,com.wx.tkwan2
疯狂爆破拆房子,卓越移动科技,个人,益智休闲,升级,1.3,3078,2013-11-01 14:53:34,上架,合同签署并登陆,12478608,12379105,com.blowup.master
全力以赴 | Full Steam Ahead,veer,个人,益智休闲,新版本,1.23,1023000,2013-10-31 17:39:35,上架,合同签署并登陆,12474352,12474339,air.com.aardman.ssgreatbritain.fullsteamahead
找茬大冒险,qiqi01,个人,益智休闲,新版本,1.0,1,2013-10-31 11:11:35,上架,合同签署并登陆,12472230,12472207,com.appgames.zhaochadamaoxian
巴别塔狂奔 | Babel Running,veer,个人,益智休闲,新版本,1.1,1,2013-10-30 16:45:54,上架,合同签署并登陆,12471339,12471330,com.bulkypix.babelrunningpremium
游奖365,shlongye,企业,益智休闲,升级,1.6.0.5,15,2013-10-30 14:52:51,上架,合同签署并登陆,12470970,12414654,com.longye.znm
高智商倒水游戏,卓越移动科技,个人,益智休闲,新版本,2.3,1444,2013-10-30 13:29:08,上架,合同签署并登陆,12469875,12469860,com.pour.water
饥渴的萝卜,coboqo,企业,益智休闲,新版本,1.0,1,2013-10-30 10:28:51,上架,合同签署并登陆,12468625,12468619,com.coboqo.water
滚吧，水果,KS_KQC,企业,益智休闲,升级,3.0,4,2013-10-28 11:48:23,上架,合同签署并登陆,12462007,11443822,org.cocos2dx.KickBug
赛马,815069933,个人,益智休闲,新版本,1.01,2,2013-10-26 11:14:22,上架,合同签署并登陆,12445041,12445015,com.sm
美女切水果2,盛天游,企业,益智休闲,新版本,1.1,1,2013-10-25 16:46:23,上架,合同签署并登陆,12448073,12448027,you.haitao
游奖365,shlongye,企业,益智休闲,升级,1.6.0.1,11,2013-10-25 08:54:22,上架,合同签署并登陆,12444147,12414654,com.longye.znm
十三张（掌联）,xm_zhanglian,企业,益智休闲,升级,1.5.0,10500,2013-10-24 16:44:21,上架,合同签署并登陆,12438943,10975055,com.sz.games.shisanzhang
疯狂蹦蹦球,hkustfrank,个人,益智休闲,新版本,1.0,1,2013-10-23 15:34:39,上架,合同签署并登陆,12429924,12429915,com.bounceball.activity
怪物射手 | Monster Shooter,idreamsky,企业,益智休闲,升级,1.70,10001700,2013-10-23 14:35:24,上架,合同签署并登陆,12434509,11555616,com.gamelion.MonsterShooter
农场3 僵尸入侵,xiaoao,企业,益智休闲,新版本,3.0.3,4,2013-10-22 13:48:24,上架,合同签署并登陆,12419061,12418801,com.sxiaoao.farmTD3
游奖365,shlongye,企业,益智休闲,新版本,1.5.0.2,7,2013-10-22 11:34:20,上架,合同签署并登陆,12414892,12414654,com.longye.znm
Minecraft - Pocket Edition,xxx,个人,益智休闲,升级,0.7.4,50007040,2013-10-22 11:02:31,上架,合同已确认并登陆,12423166,10231981,com.mojang.minecraftpe
爱丝快跑,sailewuxian,企业,益智休闲,新版本,1.0,1,2013-10-21 17:52:21,上架,合同签署并登陆,12420899,12420877,com.nt.paokugan
口袋飞机战,rainbowgamebox,个人,益智休闲,升级,1.7,5,2013-10-21 17:16:21,上架,合同签署并登陆,12422271,12197405,com.android.rainbowgameboxplane
植物大战僵尸2高清版,PopCapChina,企业,益智休闲,新版本,1.0.4,4,2013-10-19 19:04:20,上架,合同签署并登陆,12402840,12402813,com.popcap.pvz2cthdlx
植物大战僵尸2 普清版,PopCapChina,企业,益智休闲,新版本,1.0.4,4,2013-10-19 19:02:21,上架,合同签署并登陆,12402810,12402782,com.popcap.pvz2lx
炸弹小鸟,orangegame.cn,企业,益智休闲,升级,1.1,2,2013-10-18 19:08:21,上架,合同签署并登陆,12387300,12026885,com.orangegame.Eliminate
水果老虎机,orangegame.cn,企业,益智休闲,升级,2.5,15,2013-10-18 16:06:21,上架,合同签署并登陆,12385140,11650789,com.orange.slotmachine
植物大战僵尸无尽版,pitayamobile,企业,益智休闲,升级,30.4,226,2013-10-18 15:50:41,上架,合同签署信息通过,12385048,12063651,com.popcap.pvzthird
小小群英传,soulgame,企业,益智休闲,升级,1.1.3,4,2013-10-18 15:30:21,上架,合同签署并登陆,12384679,12302370,com.bakumens.ALittleWar
超级玛丽,optimus,个人,益智休闲,升级,1.0.68,69,2013-10-17 16:47:25,上架,合同签署并登陆,12379161,10027921,com.flyfish.supermario
SudokuExt,licery,个人,益智休闲,新版本,1.0.0,1000,2013-10-17 08:50:22,上架,合同签署并登陆,12374424,12374416,com.linesoft.sudokuext
Train Conductor 2: USA,upup,个人,益智休闲,升级,1.6.1,14,2013-10-16 16:42:43,上架,合同签署并登陆,12372482,11467987,com.thevoxelagents.TrainConductor2wys
王者召唤,nihao1,企业,益智休闲,升级,1.1.5,3,2013-10-15 15:04:43,上架,合同签署并登陆,12367460,12243912,com.huoys.wzzhniming
王者无敌（王者）,niuniu001,企业,益智休闲,升级,1.1.5,3,2013-10-15 01:04:46,上架,合同签署并登陆,12365024,12256402,com.huoys.wzzhwzwd
放开那个女孩,beisuokeji,企业,益智休闲,新版本,1.0,1,2013-10-14 23:58:43,上架,合同签署并登陆,12361643,12361523,com.xmyd.puznh
睡不醒的公主,beisuokeji,企业,益智休闲,新版本,1.0.0,1000000,2013-10-14 18:04:43,上架,合同签署并登陆,12363317,12363196,air.sleepingprincessmm
飞翔的企鹅2,88612381,个人,益智休闲,新版本,1.0,1,2013-10-12 15:54:48,上架,合同签署并登陆,12344834,12344769,com.lin.pengfeixiangdeqie
沉默年代 汉化版,veer,个人,益智休闲,新版本,1.3,1,2013-10-11 17:47:02,上架,合同签署并登陆,12339698,12339670,dk.houseonfire.android.thesilentage
Angry Birds,veer,个人,益智休闲,升级,1.4.1,1410,2013-10-09 20:38:30,上架,合同签署并登陆,12324421,10843784,com.rovio.angrybirdsstarwars.ads.iap
百战成仙,sailewuxian,企业,益智休闲,新版本,1.12.0615,1120615,2013-10-09 11:47:35,上架,合同签署并登陆,12322933,12322924,com.kuyue.shzx.cooguo
脑力挑战,ahutflymoon,个人,益智休闲,升级,1.2.8,5,2013-09-30 10:49:35,上架,合同签署并登陆,12312580,12270550,cn.ahut.brainchallenge
女神切切切,fanyigongsi,企业,益智休闲,新版本,1.0,1,2013-09-30 09:23:38,上架,合同签署并登陆,12306067,12306025,com.shouzhi.cutbroad
水果老虎机,orangegame.cn,企业,益智休闲,升级,2.4,14,2013-09-29 16:43:56,上架,合同签署并登陆,12310028,11650789,com.orange.slotmachine
儿童游戏乐园,MadGameStudio,个人,益智休闲,升级,1.2.2,4,2013-09-29 16:41:35,上架,合同签署并登陆,12310275,12261461,org.madgame.park
天天爱塔防,腾腾工作室,个人,益智休闲,新版本,1.0,1,2013-09-29 15:35:43,上架,合同签署并登陆,12309577,12309541,mobi.shoumeng.ttathgame
愤怒的小鸟：星球大战2 | Angry Birds Star Wars II,veer,个人,益智休闲,新版本,1.0.2,1020,2013-09-29 15:31:37,上架,合同签署并登陆,12309551,12309529,com.rovio.angrybirdsstarwarsii.premium
愤怒的小鸟?星球大战2,veer,个人,益智休闲,升级,1.0.2,1020,2013-09-29 09:17:32,上架,合同签署并登陆,12308584,12291650,com.rovio.angrybirdsstarwarsii.ads
极品钢琴 3.2考级版,justpiano,个人,益智休闲,升级,3.2,30,2013-09-29 00:01:32,上架,合同签署并登陆,12308705,11537948,ly.pp.justpiano
水果忍者,idreamsky,企业,益智休闲,升级,1.8.7.2,1872,2013-09-27 17:03:41,上架,合同签署并登陆,12305664,11555401,com.halfbrick.fruitninja
疯狂的小鱼,NFFYyueqiu,个人,益智休闲,新版本,1.0.8,8,2013-09-27 10:31:31,上架,合同签署并登陆,12304404,12304400,com.acan.xiaoyu.game
疯狂猜拳,NFFYyueqiu,个人,益智休闲,新版本,1.0.5,5,2013-09-27 10:29:36,上架,合同签署并登陆,12304425,12304417,com.nffy.yueqiu.caiquan
钓鱼达人2豪华版,haolny,个人,益智休闲,新版本,1.0,1,2013-09-26 18:33:53,上架,合同签署并登陆,12302018,12301995,com.ty.fishing
小小群英传,soulgame,企业,益智休闲,新版本,1.1.2,3,2013-09-26 18:33:32,上架,合同签署并登陆,12302376,12302370,com.bakumens.ALittleWar
我的猜歌王,ericli,个人,益智休闲,新版本,1.0,1,2013-09-26 14:25:32,上架,合同签署并登陆,12303196,12303188,com.liwang.geci
脑力挑战,ahutflymoon,个人,益智休闲,升级,1.2.1,4,2013-09-25 20:23:39,上架,合同签署并登陆,12302064,12270550,cn.ahut.brainchallenge
休闲斗地主,xl523056,企业,益智休闲,新版本,4.0.01,4001,2013-09-24 18:12:59,上架,合同签署并登陆,12299578,12299539,com.zhaowei6.mtFightLand
高富帅斗地主,xl523056,企业,益智休闲,新版本,4.0.01,4001,2013-09-24 18:12:41,上架,合同签署并登陆,12299559,12299526,com.zhaowei4.mtFightLand
天下第一帮,celery0922,企业,益智休闲,升级,2.6,26,2013-09-24 13:54:31,上架,合同签署并登陆,12299188,12169655,com.wx.tkwan2
蠢蠢的死法 Dumb Ways,optimus,个人,益智休闲,新版本,1.4.1,1004001,2013-09-24 12:48:32,上架,合同签署并登陆,12298353,12298334,air.au.com.metro.DumbWaysToDie
杜甫很忙,人人游戏,企业,益智休闲,新版本,1.0,1,2013-09-23 19:54:35,上架,合同签署并登陆,12296158,12296142,com.haopu.DufuIsBusy
疯狂海贼大冒险,人人游戏,企业,益智休闲,新版本,1.0,1,2013-09-23 19:52:39,上架,合同签署并登陆,12296342,12296167,game.Activity
果冻军团,人人游戏,企业,益智休闲,新版本,1.0,1,2013-09-23 18:04:41,上架,合同签署并登陆,12296116,12296102,com.game.chinamobile.jelly
小鸡来了,人人游戏,企业,益智休闲,新版本,1.0.1,1,2013-09-23 18:02:32,上架,合同签署并登陆,12296046,12295991,com.tuoluo.ChickComing
农场战争,人人游戏,企业,益智休闲,新版本,1.0,1,2013-09-23 17:56:37,上架,合同签署并登陆,12296094,12296071,com.bei.TowerDef
小人快跑,guoli83945,个人,益智休闲,升级,1.2,11,2013-09-23 17:16:33,上架,合同签署并登陆,12295249,11216741,com.guoli.duoxiaoqiu
消灭规则,hjs136130,个人,益智休闲,新版本,2.0,2,2013-09-23 13:56:41,上架,合同签署并登陆,12293636,12293635,com.gameimob.poplights
愤怒的小鱼HD,深圳掌中酷柚,企业,益智休闲,新版本,2.0.15,15,2013-09-23 12:36:32,上架,合同签署并登陆,12294873,12294856,cn.koogame.Fish
蜗牛大战蚂蚁,optimus,个人,益智休闲,新版本,1.0,1,2013-09-22 12:54:47,上架,合同签署并登陆,12276186,12276173,com.duolegames.defendhome
水果老虎机,orangegame.cn,企业,益智休闲,升级,2.3,13,2013-09-22 12:07:03,上架,合同签署并登陆,12291981,11650789,com.orange.slotmachine
华容道,人人游戏,企业,益智休闲,新版本,1.0,1,2013-09-18 15:36:33,上架,合同签署并登陆,12280719,12280709,org.libsdl.huarongpath
皇家赛马机,xinyukejitouzi,企业,益智休闲,新版本,1.01,1,2013-09-17 16:42:37,上架,合同签署并登陆,12276056,12276052,com.orange.huangjaisaimaji
十三张（掌联）,xm_zhanglian,企业,益智休闲,升级,1.4.6,10406,2013-09-17 15:04:36,上架,合同签署并登陆,12275516,10975055,com.sz.games.shisanzhang
愤怒的小鸟,rovio,个人,益智休闲,升级,3.3.0,3300,2013-09-17 14:50:35,上架,合同已确认并登陆,12275971,10015597,com.rovio.angrybirds
你二不二,optimus,个人,益智休闲,新版本,1.0,1,2013-09-16 17:30:31,上架,合同签署并登陆,12272642,12272637,com.kinth.areyouidiot
帅帅牛学数数,人人游戏,企业,益智休闲,新版本,1.0.0,100,2013-09-16 15:22:57,上架,合同签署并登陆,12266811,12266793,cn.thirdgwin.app.ssnfigure
成语小巴士,人人游戏,企业,益智休闲,新版本,1.0.0,100,2013-09-13 19:08:36,上架,合同签署并登陆,12266909,12266896,cn.thirdgwin.app.IdiomBus
雪人入侵,人人游戏,企业,益智休闲,新版本,1.0,1,2013-09-13 17:54:31,上架,合同签署并登陆,12266357,12266300,com.wuhan.game.activity
机器家园,人人游戏,企业,益智休闲,新版本,1.0,1,2013-09-13 16:20:31,上架,合同签署并登陆,12266376,12266365,com.Small.MachineHome
愤怒的蔬菜HD,人人游戏,企业,益智休闲,新版本,1.0,1,2013-09-13 13:44:44,上架,合同签署并登陆,12263614,12263587,com.reddog.vegetable
天天消除.南瓜,jhjin023,个人,益智休闲,新版本,1.0,1,2013-09-12 14:58:31,上架,合同签署并登陆,12261610,12261591,com.jianhui.jewelcraf
炸弹人,veer,个人,益智休闲,新版本,1.5,15,2013-09-11 16:08:36,上架,合同签署并登陆,12260112,12260101,com.gatedev.bomberman
王者无敌（王者）,niuniu001,企业,益智休闲,新版本,1.1.3,1,2013-09-10 17:37:52,上架,合同签署并登陆,12256426,12256402,com.huoys.wzzhwzwd
英雄联盟（王者）,xiaoting001,企业,益智休闲,新版本,1.1.3,1,2013-09-09 15:18:45,上架,合同签署并登陆,12251992,12251968,com.huoys.wzzhyxlm
水魔方,smartions,企业,益智休闲,新版本,1.0.7.0,1001001,2013-09-08 13:56:45,上架,合同签署并登陆,12003767,12003748,com.gamious.briquidfree
世界著名建筑拼图,ylongly7,个人,益智休闲,新版本,1.2,2,2013-09-07 12:40:48,上架,合同签署并登陆,12245327,12245303,com.leqi.game.construct
卢多,iloveapple8899,个人,益智休闲,新版本,1.3.4,134,2013-09-06 18:15:09,上架,合同签署并登陆,12244822,12244805,com.appgamess.luduo
超级水果机,fanyigongsi,企业,益智休闲,新版本,1.0,1,2013-09-06 17:39:01,上架,合同签署并登陆,12243953,12243948,com.hy.cjsgj_sky
水果老虎机(中秋特别版),orangegame.cn,企业,益智休闲,升级,2.2,12,2013-09-06 13:00:49,上架,合同签署并登陆,12243018,11650789,com.orange.slotmachine
黑暗道路 | Dark Roads,susan886,企业,益智休闲,新版本,1.03,4,2013-09-05 17:00:54,上架,合同签署并登陆,12238557,12238552,laubak.android.game.dark.roads
精品水果连连看,深圳冉丰,企业,益智休闲,新版本,1.0,1,2013-09-04 18:59:14,上架,合同签署并登陆,12234731,12234666,com.sumapk.fruitlink
Inverse kill,a13146118817,个人,益智休闲,新版本,1.0,1,2013-09-04 17:10:45,上架,合同签署并登陆,12233298,12233285,com.waterise.Inversekill
拼图游戏,xiaotudou111,个人,益智休闲,新版本,1.04,4,2013-09-04 12:58:43,上架,合同签署并登陆,12231831,12231824,com.pintu.util.newview
QQ农场,腾讯无线合作开发部,企业,益智休闲,升级,v2.28,2028000,2013-09-03 18:24:51,上架,合同签署并登陆,12230309,11561096,air.com.tencent.qqfarmios
