应用名称,开发者（企业）名称,开发者类型,应用类型,申请类型,版本名称,版本号,上下架时间,架位状态,合同状态,LCAID,APPID,应用包名
恐怖庄园探险记,a1989108167,个人,益智休闲,新版本,2.1,22351,2012-12-20 16:11:59,上架,合同签署并登陆,10955072,10955063,com.firemaplegames.games.kkkjcdnjbsdhbvdfvbg
狗狗历险记,a1989108167,个人,益智休闲,新版本,1.4.4,1174,2012-12-20 15:55:59,上架,合同签署并登陆,10954979,10954973,com.hg.kkksdncjsdnhdbfvfv
数字连线,he0652,个人,益智休闲,新版本,1.4,9,2012-12-19 18:32:32,上架,合同签署并登陆,10948391,10948390,de.tiltgames.connectixx1
 巧克力人,fewsteve,个人,益智休闲,新版本,1.0,1,2012-12-19 18:32:25,上架,合同签署并登陆,10948035,10948017,com.chocolate.chob1
掘金大师 ,he0652,个人,益智休闲,新版本,0.10.0,2,2012-12-19 12:19:16,上架,合同签署并登陆,10948207,10948204,com.cmyksoft.drillmaster1
方块世界,mopan123,个人,益智休闲,新版本,0.25-beta,201,2012-12-17 15:35:54,上架,合同签署并登陆,10935951,10935687,com.blaschke.blockworld
黑暗旅行 | Contre Jour,veer,个人,益智休闲,新版本,1.1.0,110,2012-12-13 11:16:06,上架,合同签署并登陆,10914877,10914867,com.chillingo.contrejour.android.rowgplay
QQ麻将,fansen1,个人,益智休闲,新版本,1.0,10800,2012-12-12 11:28:19,上架,合同签署信息通过,10911665,10911664,com.tencent.qqgame.qqmjwvga
小猫钓鱼,afegames,个人,益智休闲,新版本,1.0,1,2012-12-11 09:50:07,上架,合同签署并登陆,10907882,10907879,com.afegames.gofishing
魔法方糖,kira8dao7,个人,益智休闲,升级,1.1,2,2012-12-10 19:34:07,上架,合同签署并登陆,10907082,10575841,com.Idol
博雅四川麻将,sxh,个人,益智休闲,新版本,2.2.2,9,2012-12-10 11:43:22,上架,合同已确认并登陆,10905672,10905649,com.boyaa.scmj.tv
功夫兔子 | Kung Fu Rabbit,veer,个人,益智休闲,新版本,1.0,3,2012-12-07 17:26:10,上架,合同签署并登陆,10895078,10895063,com.bulkypix.KFR
拯救机器人 | Railbot,veer,个人,益智休闲,新版本,1.0.0,1,2012-12-07 15:26:04,上架,合同签署并登陆,10894548,10894536,com.armorgames.railbotgame
猴子祖玛,afegames,个人,益智休闲,新版本,1.0,1,2012-12-06 18:28:01,上架,合同签署并登陆,10891706,10891702,com.zumagames.crazymonkey
毛毛球祖玛,afegames,个人,益智休闲,新版本,1.0,1,2012-12-06 18:26:06,上架,合同签署并登陆,10891695,10891692,com.freegames.marbleblast
经典桌球,afegames,个人,益智休闲,新版本,1.0,1,2012-12-06 18:22:04,上架,合同签署并登陆,10891679,10891665,com.cottonflame.poolpro
干掉同事,afegames,个人,益智休闲,新版本,1.0,1,2012-12-06 18:20:05,上架,合同签署并登陆,10891654,10891647,net.cabinet.killofficejerk2
狂殴同事,afegames,个人,益智休闲,新版本,1.0,1,2012-12-06 18:16:09,上架,合同签署并登陆,10891646,10891643,net.cabinet.killofficejerk
疯狂车库,afegames,个人,益智休闲,新版本,1.0,1,2012-12-06 18:10:02,上架,合同签署并登陆,10891636,10891595,com.freegames.crazygarage
青蛙祖玛,afegames,个人,益智休闲,新版本,1.0,1,2012-11-29 12:08:59,上架,合同签署并登陆,10850438,10850437,com.afegames.lostfrog
水果连连看,afegames,个人,益智休闲,新版本,1.0,1,2012-11-29 11:54:58,上架,合同签署并登陆,10850424,10850418,com.afegames.fruitconnect
水果对对碰,longfly,个人,益智休闲,新版本,1.0,1,2012-11-28 14:06:56,上架,合同签署并登陆,10843250,10843239,com.loner.fruitclear
探宝传说,he0652,个人,益智休闲,新版本,1.0,1,2012-11-27 12:27:00,上架,合同签署并登陆,10841732,10841726,com.bf.tbcs
快乐打地鼠,defoe01,个人,益智休闲,新版本,1.0,1,2012-11-23 16:18:58,上架,合同签署并登陆,10828796,10828776,com.defoe.dadishu
捕鱼达人2,jianghla,个人,益智休闲,新版本,1.0.6,31,2012-11-23 10:47:32,上架,合同已确认并登陆,10822625,10822547,org.cocos2dx.FishingJoy2LeTv
暗黑守墓神,minicliphr,个人,益智休闲,新版本,3.0,3000,2012-11-21 00:45:36,上架,合同签署并登陆,10816355,10816263,com.minicliphrgame.zombielands
惊恐走私犯,minicliphr,个人,益智休闲,新版本,1.01,200,2012-11-16 13:30:35,上架,合同签署并登陆,10799645,10799586,com.minicliphr.FunkySmugglers
地狱狂奔 | Run Like Hell,veer,个人,益智休闲,新版本,1.1.3,10800113,2012-11-16 10:16:35,上架,合同签署并登陆,10798865,10798853,com.masscreation.rlh
落石大作战,fewsteve,个人,益智休闲,新版本,1.1,2,2012-11-15 13:32:34,上架,合同签署并登陆,10794538,10794536,com.clements.gdx.manvsrocks
小小直升机,fewsteve,个人,益智休闲,新版本,1.3,5,2012-11-15 12:42:36,上架,合同签署并登陆,10794445,10794443,com.clements.gdx.copter
炮手,yekong99,个人,益智休闲,新版本,1.0.1,10001,2012-11-13 23:35:16,上架,合同签署并登陆,10785179,10785172,com.CaffeinatedTech.CannoneerFree
捉鬼冒险,Reallyreally,个人,益智休闲,新版本,1.0,2,2012-11-10 12:07:46,上架,合同签署并登陆,10770183,10770179,com.Alawar.MasyanasTabloidAdventures
神马猴子,yj269172025,,益智休闲,新版本,4.51,451,2012-11-10 10:05:15,上架,合同签署并登陆,10769708,10769691,com.fof.km.activity
像素扭曲,Hearttroubles,个人,益智休闲,新版本,1.0.3,4,2012-11-09 12:43:51,上架,合同签署并登陆,10763814,10763798,com.noodlecake.vantage
?超级玛丽Ⅳ?,harveemu,个人,益智休闲,新版本,2.75,275,2012-11-02 18:04:21,上架,合同签署并登陆,10723902,10723900,com.androidemu.harvemario4
牛仔杰德 | Cowboy Jed,reai,个人,益智休闲,新版本,1.0.0,59,2012-11-02 12:06:25,上架,合同签署并登陆,10727243,10727227,com.ximad.cowboyjed
幸运水果机,jin-wei,企业,益智休闲,新版本,16,16,2012-11-01 16:57:24,上架,合同签署并登陆,10718930,10718917,com.CherryMasterSlot
?水管玛丽?,harveemu,个人,益智休闲,新版本,2.75,275,2012-11-01 11:26:41,上架,合同签署并登陆,10723733,10723724,com.androidemu.harvesgmario
?炸弹人?,harveemu,个人,益智休闲,新版本,2.75,275,2012-11-01 10:51:45,上架,合同签署并登陆,10723607,10723598,com.androidemu.harvezhadanren
发泄少年,aaa8208557,个人,益智休闲,新版本,0.1,1,2012-10-31 12:04:35,上架,合同签署并登陆,10719137,10719107,com.huifeng.faxieshaonian
欢乐弹跳人 | Jumpy FREE,veer,个人,益智休闲,新版本,2.0.0,20,2012-10-26 14:59:35,上架,合同签署并登陆,10689468,10689464,com.jumpylite.engine
风景油画找不同,vv_3072,个人,益智休闲,新版本,1.03,4,2012-10-18 19:48:08,上架,合同签署并登陆,10644033,10644030,org.vv.find.difference.oilpainting
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.30,35,2012-10-18 17:42:16,上架,合同已确认并登陆,10643748,10020190,com.rao.love.yy.bubblewar
CrashGo,数计网工,,益智休闲,新版本,1.0,1,2012-10-16 17:33:54,上架,合同签署并登陆,10631515,10631458,com.sjx.net.crashgo.activity
神秘房间找不同,vv_3072,个人,益智休闲,新版本,1.01,2,2012-10-12 15:31:21,上架,合同签署并登陆,10605174,10605169,org.vv.find.difference.mysteryroom
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.29,34,2012-10-11 16:20:25,上架,合同已确认并登陆,10598283,10020190,com.rao.love.yy.bubblewar
快跑，潘小达,t3game,个人,益智休闲,新版本,1.0,1,2012-10-10 11:46:23,上架,合同签署并登陆,10590141,10590134,com.t3.game.adpanda1
捕鱼之星,tommobile,企业,益智休闲,升级,1.48,48,2012-10-10 11:13:11,上架,合同签署并登陆,10590048,10023974,com.mqkk.tom.pkbyzx
秋天童话找不同,vv_3072,个人,益智休闲,新版本,1.0,1,2012-10-09 17:21:13,上架,合同签署并登陆,10585800,10585795,org.vv.find.difference.autumntale
幸福公寓找不同,vv_1024,个人,益智休闲,新版本,1.0,1,2012-10-09 16:31:22,上架,合同签署并登陆,10585681,10585674,org.vv.find.difference.happyhouse
发射小火箭【高清版】,minicliphr,个人,益智休闲,新版本,2.0.1,300,2012-10-08 23:35:03,上架,合同签署并登陆,10584075,10583958,com.minicliphr.starttherocket
聪明兔,iSmartRabbit,个人,益智休闲,新版本,1.0,1,2012-10-08 17:13:18,上架,合同签署并登陆,10582785,10582774,ma.lenghan.main
魔法方糖,kira8dao7,个人,益智休闲,新版本,1.0,1,2012-09-29 10:01:09,上架,合同签署并登陆,10575842,10575841,com.Idol
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.28,33,2012-09-28 10:56:42,上架,合同已确认并登陆,10574354,10020190,com.rao.love.yy.bubblewar
Bunny Maze 3D,jianghla,个人,益智休闲,新版本,1.1.1,7,2012-09-27 15:34:35,上架,合同已确认并登陆,10572013,10572001,com.eyelead.bunnymazek91
动感超人,gpworks,个人,益智休闲,新版本,1.0.0,2,2012-09-27 09:40:35,上架,合同签署并登陆,10571407,10571401,com.com2us.superactionhero5.normal.freefull.google.cn.android.common
拯救白领,lingling,个人,益智休闲,新版本,2.16,16,2012-09-23 22:13:06,上架,合同签署并登陆,10558205,10558203,com.hotgames.shooter.ling
3國小豬 腦力王,gpworks,个人,益智休闲,新版本,1,1,2012-09-21 08:08:13,上架,合同签署并登陆,10547905,10547897,com.piggy.wisdom00
宝宝学交通工具,sinyee_android,企业,益智休闲,升级,3.72,32,2012-09-20 22:40:15,上架,合同签署并登陆,10545884,54005,com.sinyee.babybus.cars
Baby?learns?Household?goods,sinyee_android,企业,益智休闲,升级,3.72,32,2012-09-20 22:18:10,上架,合同签署并登陆,10545822,10162348,com.sinyee.babybus.householdgoods
祖玛神射手,woszapk,个人,益智休闲,新版本,1.1,2,2012-09-20 18:38:11,上架,合同已确认并登陆,10545300,10545297,com.rainman.bonnyballs
Roboto,jianghla,个人,益智休闲,新版本,1.0.5,0,2012-09-20 17:33:52,上架,合同已确认并登陆,10545128,10545113,com.fenixfire.roboto.k91
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.27,32,2012-09-20 14:32:16,上架,合同已确认并登陆,10544602,10020190,com.rao.love.yy.bubblewar
忍者精英,icxiaofeng,个人,益智休闲,新版本,1.0,1,2012-09-19 15:34:11,上架,合同签署并登陆,10541107,10541106,com.example.renzhe
火龙之怒2高级版 | Snappy Dragons 2 Premium,gpworks,个人,益智休闲,新版本,1.0,1,2012-09-14 08:34:10,上架,合同签署并登陆,10519221,10519218,com.extensivestudios.snappydragons2premium
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.26,31,2012-09-13 15:58:15,上架,合同已确认并登陆,10516235,10020190,com.rao.love.yy.bubblewar
密室逃脱 | Roombreak : Escape Now,veer,个人,益智休闲,新版本,1.0.3,4,2012-09-12 13:58:16,上架,合同签署并登陆,10512083,10512074,com.gameday.RoombreakADGlobal
小水母找妈妈 | Tiny JellyFish,veer,个人,益智休闲,新版本,1.0,1,2012-09-12 13:46:15,上架,合同签署并登陆,10512040,10512025,com.nicekhj1.tinyjellyfish
BabyTouch!,jin-wei,企业,益智休闲,新版本,1.2,3,2012-09-11 17:19:03,上架,合同签署并登陆,10502558,10502555,androidappls.site.com.google.sites.babytouch.smartebook
宝石迷阵2,transmension,个人,益智休闲,新版本,1.0 lenovo.market.zh_CN ,1,2012-09-07 17:03:40,上架,合同签署并登陆,10482844,10482837,com.trans.bejeweled2.market
幻幻球,transmension,个人,益智休闲,新版本,1.0 lenovo.market.zh_CN ,1,2012-09-07 13:22:06,上架,合同签署并登陆,10482233,10482226,com.trans.peggle.market
一飞冲天,woszapk,个人,益智休闲,新版本,1.6.2,69,2012-09-07 10:23:57,上架,合同已确认并登陆,10481860,10481855,com.solverlabs.tinybird
宝宝找不同 喜洋洋,vv_1024,个人,益智休闲,新版本,1.02,3,2012-09-07 10:14:07,上架,合同签署并登陆,10481837,10481836,org.vv.find.difference.xiyy
One Shot 魔力黑板檫,Mistudio,个人,益智休闲,新版本,1.0,1,2012-09-06 18:53:12,上架,合同签署并登陆,10479522,10479507,BOB.GAME.ONESHOTEN
蜡笔之星,GhohstGame,个人,益智休闲,升级,1.3.1,9,2012-09-06 18:24:04,上架,合同签署并登陆,10479391,10191071,com.ghohst.CrayonStar
火车指挥员2,socogame,企业,益智休闲,新版本,1.1.3,8,2012-09-06 17:30:08,上架,合同签署并登陆,10479256,10479235,com.thevoxelagents.TrainConductor2Lite
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.25,30,2012-09-06 16:35:58,上架,合同已确认并登陆,10479130,10020190,com.rao.love.yy.bubblewar
铺铁轨,kokorou,个人,益智休闲,新版本,1.0,1,2012-09-05 17:58:16,上架,合同签署并登陆,10473474,10473457,org.test.traintilesgles
蓝精灵的村庄 | Smurfs' Village,veer,个人,益智休闲,新版本,SmurfsAndroid 1.1.2a,22,2012-09-05 11:36:17,上架,合同签署并登陆,10473615,10473609,com.capcom.smurfsandroid
美眉找茬,defoe01,个人,益智休闲,新版本,1.0,1,2012-09-04 17:04:22,上架,合同签署并登陆,10469612,10469594,com.defoe.game10
Balance Box,ncfrank88,个人,益智休闲,升级,2.2,13,2012-09-03 15:46:18,上架,合同签署并登陆,10464353,10434601,com.frank.balance.box
智力方块,xuqiqiang,个人,益智休闲,升级,v1.7,7,2012-09-02 17:00:15,上架,合同签署并登陆,10462648,10439166,com.fangkuaimover
疯狂牧羊人,gpworks,个人,益智休闲,新版本,1.0,2,2012-08-31 18:08:18,上架,合同签署并登陆,10461166,10461134,com.taoyangHD
宝宝找不同迪斯尼,vv_3072,个人,益智休闲,新版本,1.0,1,2012-08-31 17:18:18,上架,合同签署并登陆,10461095,10461089,org.vv.find.disney
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.24,29,2012-08-30 16:08:08,上架,合同已确认并登陆,10454887,10020190,com.rao.love.yy.bubblewar
愤怒的老奶奶2,Latticecream,个人,益智休闲,新版本,1.0.2,4,2012-08-29 13:42:07,上架,合同签署并登陆,10448755,10448719,com.gamelin.ag2
宝宝找不同朵拉版,vv_1024,个人,益智休闲,新版本,1.0,1,2012-08-28 17:29:29,上架,合同签署并登陆,10445299,10445294,org.vv.find.difference.dora
钻石对对碰,appchenyi01,个人,益智休闲,新版本,1.0,1,2012-08-27 22:33:39,上架,合同签署并登陆,10442437,10442425,com.andow01.siondream.freegemas
猪猪找茬3,defoe01,个人,益智休闲,新版本,1.0,1,2012-08-27 09:26:26,上架,合同签署并登陆,10439924,10439923,com.defoe.game9
猪猪找茬2,defoe01,个人,益智休闲,新版本,1.0,1,2012-08-27 09:26:22,上架,合同签署并登陆,10439930,10439928,com.defoe.game8
经典方块,xuqiqiang,个人,益智休闲,新版本,v1.2,2,2012-08-26 19:56:38,上架,合同签署并登陆,10439171,10439166,com.fangkuaimover
猪猪找茬1,defoe01,个人,益智休闲,新版本,1.0,1,2012-08-25 18:14:35,上架,合同签署并登陆,10435872,10435871,com.defoe.game7
Balance Box,ncfrank88,个人,益智休闲,新版本,2.1,12,2012-08-25 10:34:35,上架,合同签署并登陆,10434604,10434601,com.frank.balance.box
方块搬运工,xuqiqiang,个人,益智休闲,升级,v1.2,2,2012-08-24 20:14:33,上架,合同签署并登陆,10432128,10413863,com.boxmover
连连看,zhaifuqiang,个人,益智休闲,新版本,1.8,18,2012-08-24 18:12:21,上架,合同签署并登陆,10428781,10428769,com.fuqiangstudio.game.linkup
海底泡泡大战,flyfish,个人,益智休闲,升级,1.4.23,28,2012-08-23 17:40:23,上架,合同已确认并登陆,10428020,10020190,com.rao.love.yy.bubblewar
水果连连看,sinyee_android,企业,益智休闲,升级,3.71,31,2012-08-23 16:44:26,上架,合同签署并登陆,10427891,44178,com.sinyee.babybus.pair
宝宝找数字,sinyee_android,企业,益智休闲,升级,3.71,31,2012-08-23 16:28:25,上架,合同签署并登陆,10427860,46342,com.sinyee.babybus.findnumber
风之精灵 Spirits,veer,个人,益智休闲,新版本,1.0.1,1345049822,2012-08-23 14:08:27,上架,合同签署并登陆,10423100,10423062,com.spacesofplay.spirits
方块搬运工,xuqiqiang,个人,益智休闲,新版本,v1.0,1,2012-08-21 17:37:16,上架,合同签署并登陆,10413868,10413863,com.boxmover
宝宝来找茬,sinyee_android,企业,益智休闲,升级,3.71,31,2012-08-20 14:01:04,上架,合同签署并登陆,10413575,45473,com.sinyee.babybus.findCha
宝宝学水果,sinyee_android,企业,益智休闲,升级,3.71,31,2012-08-20 13:51:33,上架,合同签署并登陆,10413553,44163,com.sinyee.fruit.activity
乐动舞指,乐动工作室,个人,音乐游戏,升级,1.65,165,2013-02-25 10:54:50,上架,合同签署并登陆,11313694,10010576,com.ledong.musicbox
乐动舞指,乐动工作室,个人,音乐游戏,升级,1.62,162,2012-12-29 10:04:37,上架,合同签署并登陆,10999958,10010576,com.ledong.musicbox
随心所乐,yj269172025,,音乐游戏,新版本,1.0,1,2012-11-10 09:59:14,上架,合同签署并登陆,10767434,10767352,com.UI
乐动舞指,乐动工作室,个人,音乐游戏,升级,1.51,151,2012-09-17 15:14:11,上架,合同签署并登陆,10529567,10010576,com.ledong.musicbox
